ID,Formation_E
1422,340.9855
1423,361.3873
1424,354.5718
1425,354.5718
1426,350.7776
1427,362.2003
1428,363.1875
1429,369.736
1430,365.6064
1431,365.5938
1432,374.8245
1433,355.5244
1434,358.1148
1435,370.6368
1436,392.1268
1437,355.1337
1438,363.2992
1439,385.155
1440,384.4534
1441,383.0899
1442,364.9842
1443,376.1168
1444,388.1935
1445,368.2596
1446,374.739
1447,390.8189
1448,385.4469
1449,380.5747
1450,384.907
1451,371.8035
1452,397.8095
1453,422.9853
1454,392.7901
1455,389.6216
1456,393.522
1457,390.2161
1458,385.232
1459,386.8686
1460,402.6989
1461,420.8739
1462,390.5952
1463,408.4297
1464,399.2893
1465,403.0897
1466,398.4671
1467,404.0199
1468,391.0768
1469,414.9931
1470,413.7206
1471,411.1987
1472,420.451
1473,417.3485
1474,404.3533
1475,409.5084
1476,427.2547
1477,424.1119
1478,438.3461
1479,401.7682
1480,424.2934
1481,421.344
1482,426.8621
1483,416.1282
1484,415.6097
1485,418.5875
1486,414.7713
1487,435.5494
1488,416.9712
1489,418.6996
1490,424.6722
1491,438.6097
1492,445.1279
1493,424.7214
1494,426.9278
1495,421.9284
1496,429.6008
1497,448.0869
1498,450.7668
1499,451.3016
1500,450.3295
1501,452.5338
1502,430.6468
1503,462.1923
1504,434.4647
1505,431.7396
1506,445.9072
1507,444.8305
1508,438.9262
1509,458.1206
1510,454.2164
1511,442.6702
1512,463.652
1513,469.4209
1514,486.0912
1515,445.4907
1516,475.5275
1517,473.0373
1518,469.8935
1519,473.9382
1520,461.4429
1521,478.9699
1522,455.2011
1523,455.2643
1524,461.9539
1525,483.8947
1526,454.9881
1527,484.6083
1528,468.2558
1529,496.0187
1530,492.2066
1531,483.8671
1532,473.7913
1533,483.681
1534,468.1094
1535,476.2186
1536,475.7151
1537,467.7699
1538,485.7114
1539,469.0173
1540,700.594
1541,476.1625
1542,493.3973
1543,494.1788
1544,505.6966
1545,529.3342
1546,498.4249
1547,491.1933
1548,484.9643
1549,501.6732
1550,508.5175
1551,521.5214
1552,510.8455
1553,511.2887
1554,489.3256
1555,496.3166
1556,516.5241
1557,503.4619
1558,498.5823
1559,530.9779
1560,528.7695
1561,493.2026
1562,526.5227
1563,517.1265
1564,497.3179
1565,504.3024
1566,533.3714
1567,513.1632
1568,541.9838
1569,518.3299
1570,538.0842
1571,516.4311
1572,540.6185
1573,536.9709
1574,549.8115
1575,546.3135
1576,514.8795
1577,526.5107
1578,519.6308
1579,532.2365
1580,551.922
1581,555.2856
1582,548.0356
1583,543.8889
1584,551.077
1585,561.738
1586,518.2806
1587,531.7644
1588,553.0049
1589,550.1344
1590,550.2976
1591,533.6284
1592,565.5545
1593,555.6877
1594,542.1586
1595,541.3162
1596,535.8065
1597,571.7159
1598,552.7023
1599,559.3305
1600,549.5715
1601,568.9122
1602,557.3789
1603,552.4258
1604,551.9777
1605,560.6785
1606,556.4695
